Controlador,RMSE X [m],RMSE Y [m],RMSE Z [m],RMSE Total [m]
PID,0.0107406649012978,0.009968358467676297,0.005692134121863222,0.015720383071774806
Norma Mínima,0.025534889713628182,0.026641278248661648,0.012531386931582213,0.038972092038262414
